loan_id,company_name,hq_country,asset_description,asset_value,asset_owner,loan_value,loan_currency
L018014,Quillon Works,Austria,Linz Warehouse,1358696,Quillon (Salzburg) Ltd,1819726,EUR
L018015,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Storage Facility,2451116,Ivyridge Engineering,2106318,EUR
L018016,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,573587,EUR
L018017,Halbrook Logistics,Japan,Fukuoka Warehouse,203364,Halbrook Logistics,144289,JPY
L018018,Cascade Agritech,United Kingdom,Cardiff Manufacturing Plant,314128,Cascade (Cardiff) Ltd,376468,PLN
L018019,Marlowe Textiles,Austria,Salzburg Office Campus,210562,Marlowe Textiles,301456,EUR
L018020,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,826330,EUR
L018021,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,588423,SEK
L018022,Marlowe Textiles,Austria,Graz Processing Plant,1705516,Marlowe Textiles,2173295,EUR
L018023,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Greystone Holdings Inc,238482,CAD
L018024,Underhill Retail Group,Spain,Seville Distribution Centre,238396,Underhill Retail Group,307396,EUR
L018025,Tanglewood Logistics,Austria,Salzburg Regional Headquarters,296579,Tanglewood Logistics,239934,EUR
L018026,Pemberton Engineering,Sweden,Uppsala Processing Plant,1017744,Pemberton Engineering,1308800,SEK
L018027,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,417491,EUR
L018028,Ivyridge Engineering,Luxembourg,Differdange Cold Storage Depot,303947,Ivyridge Engineering,313418,EUR
L018029,Aldergate Holdings,United States,Charlotte Regional Headquarters,366211,Aldergate Holdings,296382,USD
L018030,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,670098,EUR
L018031,Kestrel Industries,Austria,Salzburg Distribution Centre,860151,Kestrel Industries,954755,EUR
L018032,Halbrook Supply Co,United States,Denver Processing Plant,974141,Vireo Holdings Inc,1288891,USD
L018033,Greystone Auto Parts,France,Nantes Assembly Line Facility,637460,Greystone Auto Parts,917847,EUR
L018034,Millbrook Timber Ltd,Canada,Winnipeg Regional Headquarters,425208,Millbrook Timber Ltd,514513,CAD
L018035,Granwell Works,Belgium,Ghent Assembly Line Facility,2306406,Granwell Works,1606949,EUR
L018036,Kingswell Supply Co,Finland,Espoo Regional Headquarters,255594,Kingswell Supply Co,377256,EUR
L018037,Solaris Timber Ltd,Finland,Turku Cold Storage Depot,570807,Solaris Timber Ltd,473889,EUR
L018038,Caldermill Retail Group,Netherlands,Utrecht Distribution Centre,2140704,Caldermill Retail Group,2166153,EUR
L018039,Bellweather Pharma,Portugal,Porto Manufacturing Plant,288274,Bellweather Pharma,410537,EUR
L018040,Halbrook Logistics,Japan,Fukuoka Warehouse,203364,Halbrook (Fukuoka) Ltd,467106,JPY
L018041,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,1956158,EUR
L018042,Redshaw Retail Group,United Kingdom,Cardiff Warehouse,758899,Redshaw (Cardiff) Ltd,1324006,GBP
L018043,Aldergate Industries,Austria,Graz Freight Hub,834171,Aldergate Industries,590593,CAD
L018044,Millbrook Construction,France,Marseille Distribution Centre,489161,Millbrook Construction,500637,EUR
L018045,Silverlake Textiles,United Kingdom,Cardiff Office Campus,1517540,Quillon Holdings GmbH,2657519,GBP
L018046,Aldergate Industries,Austria,Salzburg Processing Plant,732365,Vireo Holdings GmbH,860245,EUR
L018047,Rathmore Engineering,Austria,Salzburg Processing Plant,356186,Rathmore (Salzburg) Ltd,24367,EUR
L018048,Heathcote Logistics,Finland,Tampere Warehouse,313370,Heathcote Logistics,284192,EUR
L018049,Windrose Agritech,Portugal,Braga Freight Hub,153704,Windrose Agritech,240635,EUR
L018050,Ivyridge Industries,Portugal,Porto Distribution Centre,207679,Ivyridge Industries,258858,EUR
L018051,Thornbury Construction,Poland,Krakow Storage Facility,1508532,Thornbury (Krakow) Ltd,5949844,PLN
L018052,Everholt Supply Co,Finland,Turku Regional Headquarters,533876,Everholt Supply Co,423808,EUR
L018053,Silverlake Textiles,United Kingdom,Glasgow Freight Hub,2351932,Silverlake (Glasgow) Ltd,1934266,GBP
L018054,Pemberton Engineering,Sweden,Gothenburg Freight Hub,942509,Pemberton Engineering,1566854,SEK
L018055,Westfold Industries,Japan,Fukuoka Regional Headquarters,870823,Silverlake Holdings Group,1337141,JPY
L018056,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill (Turku) Ltd,1838832,EUR
L018057,Corvain Engineering,France,Lyon Freight Hub,2195539,Corvain (Marseille) Ltd,2257354,EUR
L018058,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Greystone Holdings Inc,465421,CAD
L018059,Zenbridge Pharma,Portugal,Coimbra Warehouse,212098,Zenbridge Pharma,260080,EUR
L018060,Kestrel Industries,Austria,Salzburg Distribution Centre,860151,Kestrel Industries,651045,EUR
L018061,Rathmore Engineering,Austria,Graz Storage Facility,1133249,Rathmore (Salzburg) Ltd,1550103,EUR
L018062,Aldergate Holdings,United States,Charlotte Regional Headquarters,366211,Aldergate Holdings,486244,USD
L018063,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,1317237,EUR
L018064,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore (Ohio) Ltd,775446,USD
L018065,Silverlake Textiles,United Kingdom,Cardiff Office Campus,1517540,Silverlake (Glasgow) Ltd,1505750,GBP
L018066,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,3920611,PLN
L018067,Norwich Engineering,Portugal,Braga Manufacturing Plant,563384,Norwich Engineering,960558,EUR
L018068,Redshaw Retail Group,United Kingdom,Bristol Warehouse,1122969,Redshaw (Cardiff) Ltd,1227857,GBP
L018069,Westfold Works,Spain,Zaragoza Office Campus,971390,Cascade Holdings GmbH,1593491,EUR
L018070,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Ironwood (Essen) Ltd,935348,EUR
L018071,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,222549,EUR
L018072,Ashcombe Materials,Ireland,Limerick Distribution Centre,1533438,Ashcombe (Limerick) Ltd,2022807,EUR
L018073,Elmsworth Logistics,Poland,Krakow Assembly Line Facility,728336,Elmsworth Logistics,923979,PLN
L018074,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,1993205,EUR
L018075,Hawksmoor Materials,Netherlands,Utrecht Storage Facility,854443,Hawksmoor Materials,14766,USD
L018076,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,953952,EUR
L018077,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,130875,CHF
L018078,Rathmore Engineering,Austria,Salzburg Processing Plant,356186,Rathmore (Salzburg) Ltd,638962,EUR
L018079,Zenbridge Manufacturing,Spain,Bilbao Regional Headquarters,280492,Zenbridge (Seville) Ltd,337884,EUR
L018080,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,2404888,PLN
L018081,Ivyridge Engineering,Luxembourg,Differdange Storage Facility,1831149,Ivyridge Engineering,2153256,EUR
L018082,Greystone Auto Parts,France,Nantes Assembly Line Facility,637460,Greystone Auto Parts,520941,EUR
L018083,Solaris Timber Ltd,Finland,Espoo Cold Storage Depot,676431,Solaris Timber Ltd,595524,EUR
L018084,Copperfield Construction,Germany,Dresden Distribution Centre,257607,Copperfield Construction,456373,PLN
L018085,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,306284,EUR
L018086,Elmsworth Engineering,Ireland,Limerick Assembly Line Facility,1115118,Elmsworth Engineering,1345873,EUR
L018087,Ashcombe Materials,Ireland,Limerick Distribution Centre,1533438,Ashcombe Materials,1381707,EUR
L018088,Ravensworth Engineering,Sweden,Gothenburg Distribution Centre,387082,Ravensworth (Malmo) Ltd,265533,SEK
L018089,Greystone Timber Ltd,Canada,Calgary Processing Plant,451664,Greystone Timber Ltd,786696,CAD
L018090,Westfold Works,Spain,Seville Freight Hub,677827,Cascade Holdings GmbH,848865,EUR
L018091,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Amberfield Holdings SA,349444,GBP
L018092,Fenwick Manufacturing,Spain,Bilbao Storage Facility,1223435,Fenwick Manufacturing,5061910,EUR
L018093,Ravensworth Logistics,Germany,Essen Distribution Centre,2253646,Ravensworth (Stuttgart) Ltd,2082598,EUR
L018094,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,1375326,EUR
L018095,Silverlake Textiles,United Kingdom,Glasgow Freight Hub,2351932,Silverlake Textiles,1965326,GBP
L018096,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,751590,EUR
L018097,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,1171039,EUR
L018098,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1088995,JPY
L018099,Westfold Industries,Japan,Fukuoka Regional Headquarters,870823,Westfold Industries,1208263,JPY
L018100,Ironwood Industries,Germany,Leipzig Distribution Centre,386848,Ironwood (Essen) Ltd,444904,EUR
L018101,Heathcote Auto Parts,Switzerland,Basel Freight Hub,1150484,Heathcote Auto Parts,825148,CHF
L018102,Briarwood Timber Ltd,Ireland,Cork Warehouse,646824,Briarwood (Limerick) Ltd,2679593,EUR
L018103,Aldergate Holdings,United States,Tacoma Storage Facility,241130,Aldergate Holdings,418642,USD
L018104,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,430781,SEK
L018105,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,196840,EUR
L018106,Pemberton Engineering,Sweden,Gothenburg Freight Hub,942509,Pemberton Engineering,948340,CAD
L018107,Brightwell Timber Ltd,France,Nantes Cold Storage Depot,840265,Brightwell Timber Ltd,4142064,EUR
L018108,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,272990,CHF
L018109,Norwich Engineering,Portugal,Braga Manufacturing Plant,563384,Norwich Engineering,530915,EUR
L018110,Ashcombe Foods,Netherlands,Eindhoven Cold Storage Depot,1049550,Greystone Holdings GmbH,1550920,CHF
L018111,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Heathcote (Lucerne) Ltd,23881,CHF
L018112,Millbrook Construction,France,Lyon Regional Headquarters,1354666,Vantage Holdings GmbH,2339550,EUR
L018113,Sundale Foods,Germany,Leipzig Distribution Centre,266309,Sundale Foods,323569,EUR
L018114,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,483117,SEK
L018115,Kestrel Materials,Italy,Turin Office Campus,193412,Kestrel Materials,178965,EUR
L018116,Everholt Textiles,Netherlands,Rotterdam Distribution Centre,2333715,Everholt Textiles,1539920,EUR
L018117,Corvain Construction,Belgium,Antwerp Processing Plant,169481,Corvain Construction,179068,EUR
L018118,Aldergate Holdings,United States,Denver Freight Hub,704331,Aldergate Holdings,1729,USD
L018119,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,1644415,EUR
L018120,Larkspur Construction,Netherlands,Utrecht Regional Headquarters,1931775,Larkspur Construction,1822235,EUR
L018121,Redshaw Materials,Belgium,Antwerp Office Campus,1868876,Brightwell Holdings Inc,1412932,EUR
L018122,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven Construction,6138146,CAD
L018123,Millbrook Construction,France,Nantes Manufacturing Plant,503097,Millbrook Construction,850586,EUR
L018124,Sundale Foods,Germany,Dresden Cold Storage Depot,937088,Pinehurst Holdings GmbH,1061761,EUR
L018125,Copperfield Timber Ltd,Italy,Turin Cold Storage Depot,1074201,Copperfield Timber Ltd,1840399,EUR
L018126,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,1079555,PLN
L018127,Amberfield Timber Ltd,Sweden,Gothenburg Assembly Line Facility,855652,Amberfield Timber Ltd,818153,SEK
L018128,Pinehurst Retail Group,Japan,Nagoya Distribution Centre,524096,Pinehurst Retail Group,554028,JPY
L018129,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill Manufacturing,600950,EUR
L018130,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,483240,SEK
L018131,Kestrel Materials,Italy,Verona Storage Facility,432872,Larkspur Holdings GmbH,773927,EUR
L018132,Grayling Foods,Switzerland,Basel Assembly Line Facility,834843,Grayling Foods,784220,CHF
L018133,Redshaw Retail Group,United Kingdom,Bristol Warehouse,1122969,Redshaw (Cardiff) Ltd,1580569,GBP
L018134,Hawksmoor Supply Co,Ireland,Limerick Distribution Centre,171020,Hawksmoor Supply Co,243997,EUR
L018135,Halbrook Supply Co,United States,Denver Processing Plant,974141,Halbrook Supply Co,1710153,USD
L018136,Vantage Pharma,Canada,Calgary Storage Facility,482991,Vantage (Calgary) Ltd,607838,CAD
L018137,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,538282,EUR
L018138,Juniper Textiles,United States,Tacoma Regional Headquarters,658109,Juniper Textiles,781509,USD
L018139,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,519783,EUR
L018140,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven (Vancouver) Ltd,2082604,CAD
L018141,Ashcombe Materials,Ireland,Limerick Distribution Centre,1533438,Ashcombe Materials,2465491,EUR
L018142,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven (Vancouver) Ltd,919565,CAD
L018143,Brightwell Timber Ltd,France,Nantes Cold Storage Depot,840265,Tanglewood Holdings Inc,1073438,EUR
L018144,Redshaw Retail Group,United Kingdom,Leeds Regional Headquarters,220280,Redshaw Retail Group,366323,GBP
L018145,Solaris Timber Ltd,Finland,Turku Cold Storage Depot,570807,Solaris Timber Ltd,715704,EUR
L018146,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Solaris Holdings Group,1071,EUR
L018147,Ironwood Manufacturing,Sweden,Malmo Regional Headquarters,2151527,Ironwood Manufacturing,3630165,SEK
L018148,Brightwell Timber Ltd,France,Nantes Cold Storage Depot,840265,Tanglewood Holdings Inc,1213946,EUR
L018149,Brightwell Industries,Belgium,Antwerp Processing Plant,808824,Brightwell Industries,1306210,EUR
L018150,Briarwood Timber Ltd,Ireland,Cork Warehouse,646824,Briarwood Timber Ltd,487525,EUR
L018151,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1662909,JPY
L018152,Vantage Industries,Switzerland,Lausanne Processing Plant,181896,Vantage Industries,304906,CHF
L018153,Duskwood Auto Parts,France,Nantes Processing Plant,357708,Duskwood Auto Parts,474133,EUR
L018154,Yarrow Auto Parts,Germany,Leipzig Assembly Line Facility,854675,Yarrow Auto Parts,799531,PLN
L018155,Zenbridge Pharma,Portugal,Braga Manufacturing Plant,1709159,Zenbridge Pharma,2565153,EUR
L018156,Larkspur Agritech,Ireland,Cork Cold Storage Depot,587601,Larkspur Agritech,749910,USD
L018157,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,1398956,EUR
L018158,Ravensworth Logistics,Germany,Essen Distribution Centre,2253646,Ravensworth (Stuttgart) Ltd,2657061,EUR
L018159,Oakhaven Construction,Canada,Calgary Assembly Line Facility,588216,Oakhaven (Vancouver) Ltd,416446,CAD
L018160,Millbrook Timber Ltd,Canada,Calgary Processing Plant,1496944,Millbrook Timber Ltd,1232028,CAD
L018161,Pinehurst Logistics,Spain,Valencia Manufacturing Plant,743745,Pinehurst Logistics,558367,EUR
L018162,Ivyridge Industries,Portugal,Porto Distribution Centre,207679,Ivyridge Industries,210628,EUR
L018163,Foxglove Construction,Canada,Calgary Warehouse,448675,Foxglove Construction,605002,CAD
L018164,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,2138595,EUR
L018165,Heathcote Auto Parts,Switzerland,Basel Freight Hub,1150484,Heathcote Auto Parts,1421013,CHF
L018166,Quillon Works,Austria,Graz Warehouse,746671,Quillon (Salzburg) Ltd,836,EUR
L018167,Larkspur Construction,Netherlands,Tilburg Warehouse,2352375,Larkspur Construction,2728591,EUR
L018168,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,659976,EUR
L018169,Fenwick Works,Japan,Osaka Processing Plant,1150957,Ironwood Holdings SA,1424087,JPY
L018170,Underhill Holdings,Portugal,Braga Warehouse,2072143,Underhill Holdings,2619508,EUR
L018171,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore Agritech,705358,USD
L018172,Rathmore Engineering,Austria,Salzburg Processing Plant,356186,Rathmore Engineering,337831,EUR
L018173,Yarrow Auto Parts,Germany,Stuttgart Freight Hub,675069,Yarrow Auto Parts,891550,EUR
L018174,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Bellweather Pharma,94308,EUR
L018175,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell (Aberdeen) Ltd,468129,GBP
L018176,Solaris Foods,Netherlands,Rotterdam Office Campus,180552,Solaris Foods,199686,EUR
L018177,Grayling Textiles,Finland,Espoo Distribution Centre,204276,Grayling Textiles,330791,EUR
L018178,Kingswell Manufacturing,Switzerland,Lucerne Warehouse,1768047,Kingswell (Lausanne) Ltd,8218057,CHF
L018179,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,1061011,EUR
L018180,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1616595,JPY
L018181,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Amberfield Holdings SA,2299398,GBP
L018182,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,3957315,EUR
L018183,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Heathcote (Lucerne) Ltd,1121561,CHF
L018184,Sundale Foods,Germany,Dresden Cold Storage Depot,937088,Pinehurst Holdings GmbH,2527632,EUR
L018185,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,1953309,EUR
L018186,Fenwick Manufacturing,Spain,Bilbao Storage Facility,1223435,Fenwick Manufacturing,5521806,EUR
L018187,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell Textiles,350014,GBP
L018188,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,198243,GBP
L018189,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1197720,JPY
L018190,Quillon Works,Austria,Graz Warehouse,746671,Quillon (Salzburg) Ltd,975308,EUR
L018191,Windrose Pharma,Spain,Seville Processing Plant,1789833,Windrose Pharma,1769746,EUR
L018192,Cascade Agritech,United Kingdom,Cardiff Manufacturing Plant,314128,Cascade Agritech,312167,GBP
L018193,Aldergate Holdings,United States,Charlotte Regional Headquarters,366211,Aldergate Holdings,569693,USD
L018194,Tanglewood Logistics,Austria,Linz Distribution Centre,2392813,Tanglewood Logistics,2473388,EUR
L018195,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,902,EUR
L018196,Fenwick Works,Japan,Osaka Processing Plant,1150957,Ironwood Holdings SA,979344,JPY
L018197,Solaris Timber Ltd,Finland,Turku Cold Storage Depot,570807,Solaris Timber Ltd,912440,EUR
L018198,Corvain Construction,Belgium,Antwerp Cold Storage Depot,294209,Corvain Construction,442550,EUR
L018199,Copperfield Timber Ltd,Italy,Turin Cold Storage Depot,1074201,Millbrook Holdings Inc,773313,EUR
L018200,Kingswell Manufacturing,Switzerland,Basel Regional Headquarters,278383,Kingswell (Lausanne) Ltd,477678,CHF
L018201,Hawksmoor Supply Co,Ireland,Waterford Storage Facility,151470,Hawksmoor Supply Co,148182,EUR
L018202,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood Timber Ltd,297244,EUR
L018203,Grayling Foods,Switzerland,Lausanne Assembly Line Facility,228104,Grayling Foods,362314,CHF
L018204,Grayling Textiles,Finland,Tampere Processing Plant,1440729,Grayling Textiles,1366059,EUR
L018205,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,9585621,EUR
L018206,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,1736735,EUR
L018207,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge (Seville) Ltd,2950344,EUR
L018208,Oakhaven Construction,Canada,Calgary Assembly Line Facility,588216,Oakhaven (Vancouver) Ltd,359672,CAD
L018209,Rathmore Engineering,Austria,Linz Distribution Centre,1873043,Rathmore (Salzburg) Ltd,3162363,EUR
L018210,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Tanglewood Holdings Inc,2194546,EUR
L018211,Ivyridge Engineering,Luxembourg,Differdange Storage Facility,1831149,Ivyridge Engineering,1942379,EUR
L018212,Vantage Industries,Switzerland,Basel Cold Storage Depot,2396874,Vantage Industries,2842336,CHF
L018213,Grayling Textiles,Finland,Turku Manufacturing Plant,773154,Grayling Textiles,528848,EUR
L018214,Aldergate Holdings,United States,Charlotte Regional Headquarters,366211,Aldergate Holdings,452600,USD
L018215,Thornbury Textiles,Ireland,Galway Warehouse,1519271,Thornbury Textiles,2709587,EUR
L018216,Kestrel Materials,Italy,Turin Office Campus,193412,Larkspur Holdings GmbH,310333,EUR
L018217,Quillon Works,Austria,Linz Warehouse,1358696,Quillon Works,2111982,EUR
L018218,Westfold Works,Spain,Zaragoza Office Campus,971390,Cascade Holdings GmbH,6303,CAD
L018219,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Amberfield Holdings SA,3411599,GBP
L018220,Ravensworth Logistics,Germany,Stuttgart Cold Storage Depot,310784,Windrose Holdings Group,255444,EUR
L018221,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,266630,EUR
L018222,Heathcote Logistics,Finland,Espoo Office Campus,798491,Heathcote Logistics,8263,EUR
L018223,Silverlake Textiles,United Kingdom,Cardiff Office Campus,1517540,Silverlake Textiles,2215870,GBP
L018224,Fenwick Manufacturing,Spain,Zaragoza Regional Headquarters,466335,Fenwick Manufacturing,464127,EUR
L018225,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell Supply Co,476312,EUR
L018226,Grayling Foods,Switzerland,Basel Assembly Line Facility,834843,Grayling Foods,554628,GBP
L018227,Halbrook Supply Co,United States,Tacoma Distribution Centre,235139,Halbrook Supply Co,294812,USD
L018228,Greystone Auto Parts,France,Nantes Assembly Line Facility,637460,Greystone Auto Parts,1057064,EUR
L018229,Ivyridge Industries,Portugal,Braga Warehouse,1472765,Ivyridge Industries,2355130,EUR
L018230,Foxglove Construction,Canada,Calgary Warehouse,448675,Greystone Holdings Inc,324431,CAD
L018231,Kestrel Materials,Italy,Verona Storage Facility,432872,Kestrel Materials,350901,EUR
L018232,Norwich Engineering,Portugal,Braga Manufacturing Plant,563384,Norwich Engineering,878904,EUR
L018233,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell Textiles,468475,GBP
L018234,Redshaw Retail Group,United Kingdom,Aberdeen Distribution Centre,538261,Redshaw Retail Group,446214,GBP
L018235,Thornbury Construction,Poland,Wroclaw Office Campus,805663,Thornbury Construction,1400974,PLN
L018236,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,282314,SEK
L018237,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill (Turku) Ltd,365437,EUR
L018238,Duskwood Logistics,Belgium,Ghent Distribution Centre,293485,Ashcombe Holdings Inc,812822,EUR
L018239,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,1286674,EUR
L018240,Zenbridge Pharma,Portugal,Coimbra Warehouse,212098,Zenbridge Pharma,314996,EUR
L018241,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,380518,EUR
L018242,Larkspur Construction,Netherlands,Utrecht Regional Headquarters,1931775,Larkspur Construction,2113660,EUR
L018243,Fenwick Works,Japan,Nagoya Storage Facility,1015676,Fenwick Works,2031352,JPY
L018244,Caldermill Retail Group,Netherlands,Tilburg Cold Storage Depot,184940,Caldermill Retail Group,135433,EUR
L018245,Amberfield Timber Ltd,Sweden,Malmo Storage Facility,236185,Norwich Holdings SA,374473,SEK
L018246,Silverlake Materials,Belgium,Liege Warehouse,164686,Silverlake Materials,234551,CAD
L018247,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Solaris Holdings Group,5952,EUR
L018248,Ashcombe Materials,Ireland,Cork Freight Hub,710739,Ashcombe (Limerick) Ltd,764747,EUR
L018249,Greystone Auto Parts,France,Toulouse Freight Hub,748073,Greystone Auto Parts,641862,EUR
L018250,Thornbury Construction,Poland,Krakow Storage Facility,198923,Thornbury Construction,322976,PLN
L018251,Fenwick Works,Japan,Osaka Processing Plant,1150957,Fenwick Works,1038891,JPY
L018252,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,3937560,EUR
L018253,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,2295617,EUR
L018254,Grayling Textiles,Finland,Espoo Distribution Centre,204276,Grayling Textiles,181116,EUR
L018255,Kestrel Industries,Austria,Salzburg Warehouse,230445,Kestrel Industries,215856,EUR
L018256,Ashcombe Foods,Netherlands,Utrecht Assembly Line Facility,2233140,Greystone Holdings GmbH,2017809,EUR
L018257,Fenwick Works,Japan,Osaka Processing Plant,1150957,Fenwick Works,1354604,JPY
L018258,Westfold Works,Spain,Seville Freight Hub,677827,Cascade Holdings GmbH,1001313,EUR
L018259,Caldermill Retail Group,Netherlands,Eindhoven Manufacturing Plant,359094,Caldermill Retail Group,283249,SEK
L018260,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill (Turku) Ltd,6020,EUR
L018261,Westfold Works,Spain,Seville Freight Hub,677827,Cascade Holdings GmbH,790476,EUR
L018262,Thornbury Construction,Poland,Poznan Regional Headquarters,256496,Thornbury Construction,887907,PLN
L018263,Caldermill Manufacturing,Finland,Turku Distribution Centre,2185544,Caldermill Manufacturing,3570619,EUR
L018264,Thornbury Construction,Poland,Krakow Storage Facility,1508532,Thornbury Construction,4385674,PLN
L018265,Briarwood Holdings,Poland,Krakow Freight Hub,760667,Briarwood Holdings,1241563,PLN
L018266,Everholt Supply Co,Finland,Turku Regional Headquarters,533876,Everholt Supply Co,328289,EUR
L018267,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,550812,EUR
L018268,Pemberton Engineering,Sweden,Gothenburg Freight Hub,942509,Pemberton Engineering,730447,SEK
L018269,Millbrook Timber Ltd,Canada,Winnipeg Storage Facility,332437,Millbrook Timber Ltd,409833,CAD
L018270,Kingswell Manufacturing,Switzerland,Lausanne Cold Storage Depot,194117,Kingswell Manufacturing,162152,CHF
L018271,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,2819789,EUR
L018272,Duskwood Auto Parts,France,Marseille Processing Plant,992316,Duskwood Auto Parts,699744,EUR
L018273,Millbrook Timber Ltd,Canada,Vancouver Freight Hub,245552,Millbrook Timber Ltd,233542,CAD
L018274,Aldergate Industries,Austria,Salzburg Processing Plant,732365,Vireo Holdings GmbH,1308992,EUR
